Date_Time,Subject,Day_In_Week,Hours,Call_Started_Time,time_For_Wating_After_Voice_Mail,Answer_Time_From_,Representative_response_time_in_secounds,total_Time_Till_Response,Summery_Of_Call,Is_Was_a_Long_Wating_Time_Message,Other_Languages
2016-02-17 14:37:00,General,4,14:01-17:00,14:36:21,14:37:16,14:38:00,99,44,Full reply received,No,Arabic; Russian; Amharic
2016-02-17 14:40:00,General,4,14:01-17:00,14:38:47,14:39:52,14:40:47,120,55,Full reply received,No,Arabic; Russian; Amharic
2016-02-17 14:41:00,General,4,14:01-17:00,14:41:28,14:41:55,14:42:11,43,16,Full reply received,No,No Foreign languages
2016-02-17 14:43:00,General,4,14:01-17:00,14:43:11,14:43:26,14:43:37,26,11,Full reply received,No,No Foreign languages
2016-02-17 14:44:00,General,4,14:01-17:00,14:44:33,14:45:18,14:45:29,56,11,Full reply received,No,No Foreign languages
2016-02-17 14:49:00,General,4,14:01-17:00,14:48:00,14:49:01,14:49:36,96,35,Full reply received,No,No Foreign languages
2016-02-17 14:50:00,General,4,14:01-17:00,14:50:17,14:50:55,14:51:22,65,27,Full reply received,No,No Foreign languages
2016-02-17 14:51:00,General,4,14:01-17:00,14:51:50,14:52:17,14:52:33,43,16,Full reply received,No,No Foreign languages
2016-02-17 14:54:00,General,4,14:01-17:00,14:53:36,14:54:33,14:55:41,125,68,Full reply received,No,No Foreign languages
2016-02-17 15:01:00,Life,4,14:01-17:00,14:56:13,14:57:02,15:01:40,327,278,Full reply received,No,Arabic; Russian; Amharic
2016-02-17 15:02:00,General,4,14:01-17:00,15:02:23,15:02:52,15:03:12,49,20,Full reply received,No,No Foreign languages
2016-02-17 15:03:00,General,4,14:01-17:00,15:03:45,15:04:04,15:04:30,45,26,Full reply received,No,No Foreign languages
2016-02-17 15:05:00,Life,4,14:01-17:00,15:04:58,15:06:23,15:06:33,95,10,Full reply received,No,No Foreign languages
2016-02-17 15:12:00,Health,4,14:01-17:00,15:07:16,15:07:55,15:13:12,356,317,Full reply received,Yes,No Foreign languages
2016-02-17 15:14:00,General,4,14:01-17:00,15:13:43,15:14:15,15:14:37,54,22,I was obliged to leave a message,No,No foreign languages
2016-02-17 15:20:00,General,4,14:01-17:00,15:15:52,15:16:27,15:21:10,318,283,Full reply received,No,No Foreign languages
2016-02-17 15:21:00,General,4,14:01-17:00,15:21:54,15:22:13,15:22:26,32,13,Full reply received,No,No Foreign languages
2016-02-17 15:23:00,Health,4,14:01-17:00,15:23:14,15:24:19,15:24:29,75,10,Full reply received,No,No Foreign languages
2016-02-17 15:25:00,General,4,14:01-17:00,15:25:06,15:25:42,15:25:49,43,7,Full reply received,No,No Foreign languages
2016-02-17 15:32:00,Health,4,14:01-17:00,15:26:27,15:26:38,15:33:06,399,388,Full reply received,No,No Foreign languages
2016-02-17 15:40:00,Health,4,14:01-17:00,15:34:04,15:34:52,15:41:18,434,386,Transferred to leave a message ,No,No Foreign languages
2016-02-17 15:42:00,Health,4,14:01-17:00,15:41:52,15:42:06,15:42:47,55,41,Full reply received,No,No Foreign languages
2016-02-17 15:44:00,General,4,14:01-17:00,15:44:12,15:44:40,15:45:05,53,25,Full reply received,No,No Foreign languages
2016-02-17 15:46:00,General,4,14:01-17:00,15:45:53,15:46:51,15:47:26,93,35,Full reply received,No,No Foreign languages
2016-02-17 15:47:00,General,4,14:01-17:00,15:48:00,15:48:14,15:48:33,33,19,Full reply received,No,Arabic; Russian; Amharic;English
2016-02-17 15:49:00,Health,4,14:01-17:00,15:49:31,15:49:55,15:50:18,47,23,Full reply received,No,No Foreign languages
2016-02-17 15:53:00,Health,4,14:01-17:00,15:50:48,15:51:36,15:54:34,226,178,Full reply received,No,Arabic; Russian; Amharic
2016-02-17 15:56:00,General,4,14:01-17:00,15:55:08,15:56:28,15:57:02,114,34,Full reply received,No,No Foreign languages
2016-02-17 15:57:00,Health,4,14:01-17:00,15:57:38,15:58:05,15:58:22,44,17,Full reply received,No,No Foreign languages
2016-02-17 15:59:00,General,4,14:01-17:00,15:58:49,15:59:26,16:00:07,78,41,Transferred to leave a message ,No,No Foreign languages
2016-02-17 16:00:00,General,4,14:01-17:00,16:00:33,16:01:06,16:01:42,69,36,Full reply received,No,No Foreign languages
2016-02-17 16:03:00,Health,4,14:01-17:00,16:02:07,16:02:53,16:04:34,147,101,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 08:04:00,General,5,8:00-11:00,8:04:44,8:04:44,8:05:28,44,44,Full reply received,No,No Foreign languages
2016-02-18 08:06:00,Life,5,8:00-11:00,8:06:18,8:07:25,8:07:30,72,5,Full reply received,No,No Foreign languages
2016-02-18 08:09:00,General,5,8:00-11:00,8:09:30,8:10:15,8:10:27,57,12,Full reply received,No,No Foreign languages
2016-02-18 08:12:00,General,5,8:00-11:00,8:11:15,8:12:26,8:13:03,108,37,Full reply received,No,No Foreign languages
2016-02-18 08:13:00,General,5,8:00-11:00,8:13:50,8:13:50,8:14:10,20,20,Full reply received,No,No Foreign languages
2016-02-18 08:14:00,Life,5,8:00-11:00,8:14:52,8:15:15,8:15:25,33,10,Full reply received,No,No Foreign languages
2016-02-18 08:15:00,General,5,8:00-11:00,8:16:06,8:16:06,8:16:44,38,38,Full reply received,No,No Foreign languages
2016-02-18 08:18:00,Health,5,8:00-11:00,8:17:43,8:17:43,8:18:57,74,74,Full reply received,No,No Foreign languages
2016-02-18 08:20:00,Life,5,8:00-11:00,8:19:54,8:20:53,8:21:05,71,12,Full reply received,Yes,Arabic; Russian; Amharic
2016-02-18 08:22:00,Life,5,8:00-11:00,8:21:50,8:23:00,8:23:20,90,20,Full reply received,No,No Foreign languages
2016-02-18 08:25:00,Life,5,8:00-11:00,8:23:57,8:24:57,8:26:32,155,95,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 08:29:00,General,5,8:00-11:00,8:29:03,8:29:50,8:30:05,62,15,Full reply received,No,No Foreign languages
2016-02-18 08:32:00,Health,5,8:00-11:00,8:31:05,8:32:20,8:32:33,88,13,Full reply received,No,No Foreign languages
2016-02-18 08:33:00,Health,5,8:00-11:00,8:33:28,8:34:16,8:34:22,54,6,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 08:35:00,Health,5,8:00-11:00,8:35:22,8:35:43,8:35:51,29,8,Full reply received,No,No Foreign languages
2016-02-18 08:41:00,Life,5,8:00-11:00,8:40:17,8:41:10,8:41:30,73,20,Full reply received,No,No Foreign languages
2016-02-18 08:46:00,Life,5,8:00-11:00,8:45:34,8:46:28,8:46:48,74,20,Full reply received,No,No Foreign languages
2016-02-18 08:49:00,General,5,8:00-11:00,8:48:18,8:49:20,8:50:37,139,77,Transferred to leave a message ,No,No Foreign languages
2016-02-18 08:54:00,General,5,8:00-11:00,8:51:34,8:52:20,8:55:07,213,167,Full reply received,No,No Foreign languages
2016-02-18 09:00:00,General,5,8:00-11:00,9:00:00,9:01:04,9:01:09,69,5,Full reply received,No,No Foreign languages
2016-02-18 09:05:00,Health,5,8:00-11:00,9:05:26,9:05:26,9:06:11,45,45,Call Disconnected,No,No Foreign languages
2016-02-18 09:14:00,Life,5,8:00-11:00,9:12:09,9:12:37,9:14:50,161,133,Full reply received,No,No Foreign languages
2016-02-18 09:22:00,General,5,8:00-11:00,9:18:57,9:19:37,9:22:47,230,190,Full reply received,No,No Foreign languages
2016-02-18 09:29:00,Life,5,8:00-11:00,9:23:27,9:24:11,9:29:46,379,335,Full reply received,No,No Foreign languages
2016-02-18 09:30:00,Life,5,8:00-11:00,9:30:27,9:31:00,9:31:03,36,3,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 09:39:00,Health,5,8:00-11:00,9:34:55,9:35:40,9:40:00,305,260,Transferred to leave a message ,Yes,Arabic; Russian; Amharic
2016-02-18 09:42:00,General,5,8:00-11:00,9:41:00,9:42:55,9:43:00,120,5,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 09:45:00,General,5,8:00-11:00,9:44:50,9:46:07,9:46:35,105,28,Full reply received,No,No Foreign languages
2016-02-18 09:47:00,General,5,8:00-11:00,9:47:23,9:47:23,9:47:55,32,32,Full reply received,No,No Foreign languages
2016-02-18 10:03:00,Health,5,8:00-11:00,10:00:00,10:00:50,10:04:10,250,200,Transferred to leave a message ,No,No Foreign languages
2016-02-18 10:22:00,Life,5,8:00-11:00,10:12:12,10:12:55,10:23:19,667,624,Full reply received,No,No Foreign languages
2016-02-18 10:24:00,Life,5,8:00-11:00,10:24:00,10:24:30,10:25:25,85,55,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-02-18 10:36:00,Health,5,8:00-11:00,10:26:16,10:26:37,10:36:47,631,610,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-02-18 10:40:00,Life,5,8:00-11:00,10:37:35,10:38:32,10:41:15,220,163,Transferred to leave a message ,Yes,Arabic; Russian; Amharic
2016-02-18 10:47:00,Life,5,8:00-11:00,10:44:35,10:45:52,10:47:46,191,114,Full reply received,No,No Foreign languages
2016-02-18 10:49:00,Health,5,8:00-11:00,10:48:30,10:49:45,10:50:12,102,27,Full reply received,No,No Foreign languages
2016-02-18 10:51:00,Life,5,8:00-11:00,10:50:48,10:51:55,10:52:33,105,38,Full reply received,No,No Foreign languages
2016-02-18 10:55:00,Health,5,8:00-11:00,10:53:25,10:54:48,10:55:33,128,45,Full reply received,No,No Foreign languages
2016-02-18 11:04:00,General,5,11:01-14:00,11:00:00,11:00:54,11:04:55,295,241,Full reply received,No,Arabic; Russian; Amharic
2016-02-18 11:06:00,Health,5,11:01-14:00,11:05:50,11:06:37,11:06:40,50,3,Full reply received,No,No Foreign languages
2016-02-18 11:13:00,Life,5,11:01-14:00,11:07:40,11:08:05,11:13:46,366,341,Full reply received,No,No Foreign languages
2016-02-18 11:23:00,Health,5,11:01-14:00,11:14:30,11:14:50,11:24:12,582,562,Full reply received,No,No Foreign languages
2016-02-18 11:29:00,Health,5,11:01-14:00,11:24:57,11:26:08,11:29:13,256,185,Full reply received,Yes,No Foreign languages
2016-02-18 11:43:00,General,5,11:01-14:00,11:41:54,11:41:54,11:43:38,104,104,Full reply received,No,No Foreign languages
2016-02-18 11:51:00,Life,5,11:01-14:00,11:45:00,11:46:11,11:52:18,438,367,Full reply received,No,No Foreign languages
2016-02-18 12:01:00,Health,5,11:01-14:00,12:00:00,12:01:30,12:02:20,140,50,Full reply received,No,No Foreign languages
2016-02-18 12:03:00,General,5,11:01-14:00,12:03:17,12:03:17,12:04:27,70,70,Full reply received,No,No Foreign languages
2016-02-18 12:14:00,General,5,11:01-14:00,12:14:10,12:14:10,12:15:16,66,66,Full reply received,No,No Foreign languages
2016-02-18 12:16:00,General,5,11:01-14:00,12:16:30,12:16:30,12:17:05,35,35,Full reply received,No,No Foreign languages
2016-03-08 13:33:00,Health,3,11:01-14:00,13:28:23,13:29:10,13:43:13,890,843,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-03-08 11:16:00,General,3,11:01-14:00,11:03:42,11:04:13,11:17:00,798,767,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-08 10:35:00,General,3,8:00-11:00,10:23:42,10:24:13,10:36:30,768,737,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-03 11:02:00,Life,5,8:00-11:00,10:52:42,10:52:42,11:03:30,648,648,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-03 13:12:00,General,5,11:01-14:00,13:02:38,13:03:00,13:13:40,662,640,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-07 11:32:00,Life,2,11:01-14:00,11:22:38,11:23:07,11:33:40,662,633,Full reply received,No,No Foreign languages
2016-03-07 11:44:00,General,2,11:01-14:00,11:34:28,11:35:00,11:45:30,662,630,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-07 09:39:00,General,2,8:00-11:00,9:28:18,9:30:03,09:40:20,722,617,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-07 11:15:00,General,2,11:01-14:00,11:04:10,11:05:35,11:15:50,700,615,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-03-01 10:50:00,General,3,8:00-11:00,10:40:17,10:40:42,10:50:55,638,613,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-07 11:02:00,Health,2,8:00-11:00,10:52:40,10:53:03,11:03:15,635,612,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-08 11:36:00,Health,3,11:01-14:00,11:25:50,11:26:40,11:36:50,660,610,Full reply received,No,Arabic; Russian; Amharic
2016-03-01 08:50:00,Life,3,8:00-11:00,8:41:00,8:41:30,08:51:40,640,610,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-06 09:55:00,Life,1,8:00-11:00,9:47:11,9:48:33,9:58:33,682,600,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-06 14:29:00,Life,1,14:01-17:00,14:21:52,14:23:03,14:33:03,671,600,Waited for more than 10 minutes and hang up,No,Arabic;Russian;English
2016-03-02 10:38:00,General,4,8:00-11:00,10:32:25,10:33:31,10:43:31,666,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-02 12:09:00,Life,4,11:01-14:00,12:00:56,12:02:00,12:12:00,664,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-07 12:33:00,Health,2,11:01-14:00,11:23:50,11:24:40,11:34:40,650,600,Full reply received,No,Arabic; Russian; Amharic
2016-03-02 11:59:00,Health,4,11:01-14:00,11:50:13,11:51:02,12:01:02,649,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-06 13:40:00,Life,1,11:01-14:00,13:32:52,13:33:41,13:43:41,649,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-09 12:14:00,Health,4,11:01-14:00,12:06:30,12:07:19,12:17:19,649,600,Waited for more than 10 minutes and hang up,No,Arabic;Russian;English
2016-03-09 11:26:00,General,4,11:01-14:00,11:17:31,11:18:19,11:28:19,648,600,Waited for more than 10 minutes and hang up,Yes,Arabic;Russian;English
2016-03-06 10:52:00,General,1,8:00-11:00,10:43:13,10:43:57,10:53:57,644,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-09 13:13:00,General,4,11:01-14:00,13:05:54,13:06:35,13:16:35,641,600,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-03-02 09:51:00,Life,4,8:00-11:00,9:43:36,9:44:15,9:54:15,639,600,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-03-01 09:22:00,General,3,8:00-11:00,9:13:00,9:14:24,09:23:18,618,534,Call Disconnected,No,No Foreign languages
2016-03-03 09:33:00,Life,5,8:00-11:00,9:25:28,9:25:28,09:34:10,522,522,Full reply received,No,No Foreign languages
2016-03-08 10:19:00,Health,3,8:00-11:00,10:11:30,10:11:52,10:20:32,542,520,Full reply received,No,No Foreign languages
2016-03-01 09:05:00,General,3,8:00-11:00,8:56:26,8:56:47,09:05:20,534,513,Full reply received,No,No Foreign languages
2016-03-06 12:15:00,Life,1,11:01-14:00,12:06:54,12:07:19,12:15:35,521,496,Full reply received,Yes,Arabic;Russian;English
2016-03-01 14:18:00,Life,3,14:01-17:00,14:10:47,14:11:10,14:19:25,518,495,Full reply received,No,No Foreign languages
2016-03-08 12:12:00,Health,3,11:01-14:00,12:04:12,12:05:00,12:12:46,514,466,Full reply received,No,Arabic; Russian; Amharic
2016-03-09 10:07:00,Health,4,8:00-11:00,9:59:12,10:00:34,10:08:14,542,460,Full reply received,Yes,Russian;English
2016-03-01 13:25:00,Health,3,11:01-14:00,13:17:53,13:18:12,13:25:50,477,458,Full reply received,No,No Foreign languages
2016-03-01 13:36:00,Life,3,11:01-14:00,13:26:40,13:27:24,13:34:46,486,442,Full reply received,No,No Foreign languages
2016-03-07 08:25:00,Life,2,8:00-11:00,8:18:40,8:19:37,08:26:44,484,427,Full reply received,Yes,Arabic; Russian; Amharic
2016-03-01 08:39:00,Life,3,8:00-11:00,8:32:42,8:33:10,08:40:13,451,423,Full reply received,No,No Foreign languages
2016-03-01 16:01:00,Life,3,14:01-17:00,15:54:42,15:54:57,16:01:55,433,418,Full reply received,Yes,No Foreign languages
2016-03-06 11:01:00,Life,1,8:00-11:00,10:53:48,10:55:01,11:01:58,490,417,Full reply received,No,No Foreign languages
2016-03-01 08:13:00,Life,3,8:00-11:00,8:07:28,8:07:28,08:14:25,417,417,Full reply received,Yes,No Foreign languages
2016-03-01 13:48:00,Life,3,11:01-14:00,13:41:36,13:42:07,13:49:03,447,416,Full reply received,No,No Foreign languages
2016-03-01 09:49:00,General,3,8:00-11:00,9:41:44,9:42:53,09:49:48,484,415,Full reply received,No,No Foreign languages
2016-03-02 12:39:00,General,4,11:01-14:00,12:32:38,12:32:38,12:39:25,407,407,Full reply received,No,Arabic; Russian; Amharic;English
2016-03-02 13:48:00,Health,4,11:01-14:00,13:41:00,13:42:06,13:48:50,470,404,Full reply received,No,Russian;English
2016-03-01 10:38:00,Health,3,8:00-11:00,10:30:50,10:32:30,10:39:08,498,398,Full reply received,Yes,No Foreign languages
2016-03-06 10:24:00,Life,1,8:00-11:00,10:16:52,10:18:27,10:24:59,487,392,Full reply received,No,No Foreign languages
2016-03-06 14:03:00,Health,1,11:01-14:00,13:57:01,13:57:53,14:04:24,443,391,Full reply received,No,Arabic;Russian;English
2016-03-08 09:01:00,Life,3,8:00-11:00,8:54:55,8:55:37,09:02:05,430,388,Full reply received,No,No Foreign languages
2016-03-06 14:58:00,Life,1,14:01-17:00,14:51:27,14:52:41,14:59:00,453,379,Full reply received,No,Arabic;Russian;English
2016-03-01 13:14:00,Life,3,11:01-14:00,13:08:02,13:08:50,13:15:00,418,370,Full reply received,No,No Foreign languages
2016-03-07 09:26:00,Life,2,8:00-11:00,9:20:50,9:21:30,09:27:30,400,360,Full reply received,No,No Foreign languages
2016-03-01 11:41:00,Life,3,11:01-14:00,11:36:10,11:36:40,11:42:40,390,360,Full reply received,No,No Foreign languages
2016-03-01 08:23:00,Life,3,8:00-11:00,8:18:14,8:18:14,08:24:05,351,351,Full reply received,Yes,No Foreign languages
2016-03-06 13:55:00,Life,1,11:01-14:00,13:47:24,13:48:40,13:54:30,426,350,Full reply received,No,No Foreign languages
2016-03-03 13:26:00,Life,5,11:01-14:00,13:20:54,13:21:20,13:27:10,376,350,Full reply received,No,No Foreign languages
2016-03-06 12:38:00,Life,1,11:01-14:00,12:33:08,12:33:08,12:38:56,348,348,Full reply received,Yes,Arabic;Russian;English
2016-03-01 12:39:00,Life,3,11:01-14:00,12:33:55,12:34:46,12:40:24,389,338,Full reply received,No,No Foreign languages
2016-03-09 10:14:00,General,4,8:00-11:00,10:09:11,10:10:14,10:15:45,394,331,Full reply received,No,English
2016-03-02 14:17:00,Health,4,14:01-17:00,14:11:07,14:12:12,14:17:42,395,330,Full reply received,No,Russian
2016-03-08 09:36:00,Health,3,8:00-11:00,9:30:52,9:31:36,09:36:52,360,316,Full reply received,No,No Foreign languages
2016-03-06 10:09:00,Health,1,8:00-11:00,10:02:09,10:02:46,10:08:01,352,315,Transferred to leave a message ,No,No Foreign languages
2016-03-08 13:48:00,Health,3,11:01-14:00,13:42:54,13:43:27,13:48:42,348,315,Full reply received,No,No Foreign languages
2016-03-06 12:31:00,Health,1,11:01-14:00,12:25:06,12:26:44,12:31:58,412,314,Full reply received,No,No Foreign languages
2016-03-06 13:30:00,Health,1,11:01-14:00,13:25:02,13:25:53,13:31:07,365,314,Full reply received,No,Arabic;Russian;English
2016-03-07 09:46:00,Life,2,8:00-11:00,9:41:06,9:41:50,09:47:00,354,310,Full reply received,No,No Foreign languages
2016-03-03 13:37:00,Life,5,11:01-14:00,13:31:20,13:32:42,13:37:50,390,308,Full reply received,No,No Foreign languages
2016-03-02 14:51:00,Life,4,14:01-17:00,14:45:22,14:45:37,14:50:45,323,308,Full reply received,Yes,Arabic;English
2016-03-06 11:30:00,Life,1,11:01-14:00,11:25:30,11:26:19,11:31:25,355,306,Full reply received,No,No Foreign languages
2016-03-06 10:36:00,Life,1,8:00-11:00,10:31:39,10:32:06,10:37:11,332,305,Full reply received,No,Arabic;Russian;English
2016-03-07 10:22:00,Health,2,8:00-11:00,10:18:15,10:18:28,10:23:30,315,302,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-03-08 08:25:00,Health,3,8:00-11:00,8:20:15,8:21:02,08:25:53,338,291,Full reply received,No,Arabic; Russian; Amharic
2016-03-08 09:42:00,General,3,8:00-11:00,9:37:40,9:38:16,09:43:07,327,291,Full reply received,No,No Foreign languages
2016-03-06 12:51:00,Health,1,11:01-14:00,12:47:23,12:48:09,12:52:44,321,275,Transferred to leave a message ,No,Arabic;Russian;English
2016-03-08 08:30:00,General,3,8:00-11:00,8:26:43,8:27:13,08:31:45,302,272,Full reply received,No,No Foreign languages
2016-03-06 13:23:00,General,1,11:01-14:00,13:18:37,13:19:46,13:24:14,337,268,Full reply received,No,No Foreign languages
2016-03-09 09:09:00,Life,4,8:00-11:00,9:04:45,9:06:17,09:10:43,358,266,Full reply received,No,Arabic;Russian;English
2016-03-01 11:53:00,Life,3,11:01-14:00,11:49:10,11:49:42,11:54:00,290,258,Full reply received,No,No Foreign languages
